ID,Year_Birth,Education,Marital_Status, Income ,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,log1p_MntWines,log1p_MntFruits,log1p_MntMeatProducts,log1p_MntFishProducts,log1p_MntSweetProducts,log1p_MntGoldProds,Age,TenureMonths,Total_Spend,Total_Purchases,Share_Web,Share_Catalog,Share_Store,Web_Conversion,Campaign_Accepted_Any,Campaign_Accepted_Count
6471,1971,Master,Single,36230.0,1,0,2013-10-17,17,14,2,30,8.0,2,3.0,1,2,0,4,5,0,0,0,0,0,0,0,Spain,2.70805020110221,1.0986122886681098,3.4339872044851463,2.1972245773362196,1.0986122886681098,1.3862943611198906,54,146,59.0,7,0.2857142857142857,0.0,0.5714285714285714,0.4,0,0
5718,1950,Graduation,Married,80763.0,0,0,2013-08-15,17,674,81,108,120.5,42,126.5,1,5,10,6,3,0,0,1,1,0,1,0,Saudi Arabia,6.51471269087253,4.406719247264253,4.6913478822291435,4.799914262780603,3.7612001156935624,4.848116364598481,75,148,1152.0,22,0.22727272727272727,0.45454545454545453,0.2727272727272727,1.6666666666666667,1,3
3478,1971,PhD,Married,60585.0,1,1,2013-06-24,17,267,42,309,55.0,42,21.0,6,7,4,9,5,0,0,0,0,0,1,0,Canada,5.5909869805108565,3.7612001156935624,5.736572297479192,4.02535169073515,3.7612001156935624,3.091042453358316,54,150,736.0,26,0.2692307692307692,0.15384615384615385,0.34615384615384615,1.4,1,1
7848,1974,Graduation,Single,49166.0,0,1,2013-06-13,17,224,2,25,7.0,0,110.0,2,5,3,3,6,0,0,0,0,0,0,0,India,5.41610040220442,1.0986122886681098,3.258096538021482,2.0794415416798357,0.0,4.709530201312334,51,150,368.0,13,0.38461538461538464,0.23076923076923078,0.23076923076923078,0.8333333333333334,0,0
7999,1955,PhD,Together,75261.0,0,0,2013-04-23,17,1225,17,413,23.0,34,17.0,1,5,6,5,2,0,1,1,0,0,1,0,Spain,7.111512116496157,2.8903717578961645,6.025865973825314,3.1780538303479458,3.5553480614894135,2.8903717578961645,70,152,1729.0,17,0.29411764705882354,0.35294117647058826,0.29411764705882354,2.5,1,3
11101,1991,Graduation,Together,89891.0,0,0,2013-04-15,17,412,22,132,59.0,28,126.5,1,11,6,8,4,0,0,1,0,0,0,0,Australia,6.023447592961033,3.1354942159291497,4.890349128221754,4.0943445622221,3.367295829986474,4.848116364598481,34,152,779.5,26,0.4230769230769231,0.23076923076923078,0.3076923076923077,2.75,1,1
9212,1962,Master,Married,72828.0,0,1,2013-02-14,17,1205,0,235,19.0,14,126.5,6,6,3,13,7,0,0,0,0,0,0,0,Spain,7.095064377287131,0.0,5.4638318050256105,2.995732273553991,2.70805020110221,4.848116364598481,63,154,1599.5,28,0.21428571428571427,0.10714285714285714,0.4642857142857143,0.8571428571428571,0,0
10983,1952,Graduation,Together,75278.0,0,0,2013-01-29,17,304,81,230,120.5,74,74.0,1,6,3,13,3,0,0,0,0,0,0,0,Saudi Arabia,5.720311776607412,4.406719247264253,5.442417710521793,4.799914262780603,4.31748811353631,4.31748811353631,73,155,883.5,23,0.2608695652173913,0.13043478260869565,0.5652173913043478,2.0,0,0
3629,1978,Graduation,Single,38557.0,1,0,2012-12-19,17,76,3,31,4.0,4,27.0,2,3,1,3,7,0,0,0,0,0,0,0,Canada,4.343805421853684,1.3862943611198906,3.4657359027997265,1.6094379124341003,1.6094379124341003,3.332204510175204,47,156,145.0,9,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.42857142857142855,0,0
4673,1963,PhD,Married,81300.0,0,1,2012-10-30,17,1004,12,145,32.0,12,36.0,3,10,3,5,5,0,0,0,1,0,1,0,Spain,6.912742820493176,2.5649493574615367,4.983606621708336,3.4965075614664802,2.5649493574615367,3.6109179126442243,62,158,1241.0,21,0.47619047619047616,0.14285714285714285,0.23809523809523808,2.0,1,2
796,1965,2n Cycle,Divorced,60161.0,0,1,2012-10-23,17,584,44,212,46.0,8,126.5,3,11,4,8,8,0,0,0,0,0,0,0,Canada,6.371611847231857,3.8066624897703196,5.3612921657094255,3.8501476017100584,2.1972245773362196,4.848116364598481,60,158,1020.5,26,0.4230769230769231,0.15384615384615385,0.3076923076923077,1.375,0,0
618,1977,PhD,Married,69389.0,0,1,2012-09-28,17,422,7,238,69.0,46,15.0,1,7,2,12,4,0,0,0,0,0,0,0,Australia,6.0473721790462776,2.0794415416798357,5.476463551931511,4.248495242049359,3.8501476017100584,2.772588722239781,48,159,797.0,22,0.3181818181818182,0.09090909090909091,0.5454545454545454,1.75,0,0
380,1954,Graduation,Divorced,64497.0,0,1,2012-09-10,17,1170,48,320,42.0,32,126.5,5,11,4,9,8,1,0,0,0,0,1,0,Saudi Arabia,7.065613363597717,3.8918202981106265,5.771441123130016,3.7612001156935624,3.4965075614664802,4.848116364598481,71,159,1738.5,29,0.3793103448275862,0.13793103448275862,0.3103448275862069,1.375,1,2
1092,1980,Graduation,Married,61014.0,0,1,2012-08-11,17,269,81,495,120.5,43,29.0,4,9,3,4,7,0,0,0,0,0,0,0,India,5.598421958998375,4.406719247264253,6.206575926724928,4.799914262780603,3.784189633918261,3.4011973816621555,45,160,1037.5,20,0.45,0.15,0.2,1.2857142857142858,0,0
8962,1975,Master,Married,44319.0,1,1,2014-04-17,18,26,0,8,0.0,0,3.0,2,2,0,3,5,0,0,0,0,0,0,0,Saudi Arabia,3.295836866004329,0.0,2.1972245773362196,0.0,0.0,1.3862943611198906,50,140,37.0,7,0.2857142857142857,0.0,0.42857142857142855,0.4,0,0
8207,1957,2n Cycle,Married,53233.0,0,1,2014-03-18,18,28,0,9,3.0,0,0.0,1,1,0,3,4,0,0,0,0,0,0,0,Canada,3.367295829986474,0.0,2.302585092994046,1.3862943611198906,0.0,0.0,68,141,40.0,5,0.2,0.0,0.6,0.25,0,0
6521,1954,Graduation,Together,77972.0,0,0,2014-03-18,18,613,22,319,33.0,81,12.0,1,4,6,9,1,0,0,0,0,0,0,0,Saudi Arabia,6.419994928147142,3.1354942159291497,5.768320995793772,3.5263605246161616,4.406719247264253,2.5649493574615367,71,141,1080.0,20,0.2,0.3,0.45,4.0,0,0
535,1987,Graduation,Divorced,81361.0,0,0,2014-02-25,18,163,23,424,27.0,65,76.0,1,3,10,13,1,0,0,0,0,0,0,0,Germany,5.099866427824199,3.1780538303479458,6.052089168924417,3.332204510175204,4.189654742026425,4.343805421853684,38,142,778.0,27,0.1111111111111111,0.37037037037037035,0.48148148148148145,3.0,0,0
4608,1987,Graduation,Divorced,81361.0,0,0,2014-02-25,18,163,23,424,27.0,65,76.0,1,3,10,13,1,0,0,0,0,0,1,0,Saudi Arabia,5.099866427824199,3.1780538303479458,6.052089168924417,3.332204510175204,4.189654742026425,4.343805421853684,38,142,778.0,27,0.1111111111111111,0.37037037037037035,0.48148148148148145,3.0,1,1
11086,1984,Basic,Single,25707.0,1,0,2014-01-18,18,1,6,2,3.0,6,3.0,1,1,0,3,7,0,0,0,0,0,0,0,Spain,0.6931471805599453,1.9459101490553132,1.0986122886681098,1.3862943611198906,1.9459101490553132,1.3862943611198906,41,143,21.0,5,0.2,0.0,0.6,0.14285714285714285,0,0
1064,1971,PhD,Married,42403.0,1,0,2013-12-11,18,22,1,11,0.0,5,3.0,1,1,0,3,8,0,0,0,0,0,0,0,Spain,3.1354942159291497,0.6931471805599453,2.4849066497880004,0.0,1.791759469228055,1.3862943611198906,54,144,42.0,5,0.2,0.0,0.6,0.125,0,0
7000,1972,2n Cycle,Single,65704.0,0,0,2013-10-13,18,279,81,74,38.0,8,126.5,1,2,10,10,1,0,0,0,0,0,0,0,Germany,5.634789603169249,4.406719247264253,4.31748811353631,3.6635616461296463,2.1972245773362196,4.848116364598481,53,146,606.5,23,0.08695652173913043,0.43478260869565216,0.43478260869565216,2.0,0,0
1581,1980,Graduation,Married,37406.0,1,0,2013-10-10,18,2,0,8,2.0,2,3.0,1,1,0,2,8,0,0,0,0,0,1,0,Spain,1.0986122886681098,0.0,2.1972245773362196,1.0986122886681098,1.0986122886681098,1.3862943611198906,45,146,17.0,4,0.25,0.0,0.5,0.125,1,1
7384,1951,Master,Together,39767.0,0,0,2013-07-21,18,113,61,204,34.0,26,47.0,2,7,1,7,8,0,0,0,0,0,0,0,Spain,4.736198448394496,4.127134385045092,5.3230099791384085,3.5553480614894135,3.295836866004329,3.871201010907891,74,149,485.0,17,0.4117647058823529,0.058823529411764705,0.4117647058823529,0.875,0,0
10552,1979,2n Cycle,Married,54210.0,0,1,2013-05-20,18,70,54,109,80.0,9,45.0,2,4,1,7,5,0,0,0,0,0,0,0,Spain,4.2626798770413155,4.007333185232471,4.700480365792417,4.394449154672439,2.302585092994046,3.828641396489095,46,151,367.0,14,0.2857142857142857,0.07142857142857142,0.5,0.8,0,0
6409,1967,Graduation,Divorced,57136.0,0,0,2013-05-18,18,267,81,556,34.0,12,126.5,1,7,5,7,6,0,0,0,0,0,1,0,Saudi Arabia,5.5909869805108565,4.406719247264253,6.322565239927284,3.5553480614894135,2.5649493574615367,4.848116364598481,58,151,1076.5,20,0.35,0.25,0.35,1.1666666666666667,1,1
9507,1975,Graduation,Married,40794.0,0,1,2013-04-07,18,261,23,73,4.0,23,50.0,2,6,3,5,7,0,0,0,0,0,0,0,Spain,5.568344503761097,3.1780538303479458,4.30406509320417,1.6094379124341003,3.1780538303479458,3.9318256327243257,50,153,434.0,16,0.375,0.1875,0.3125,0.8571428571428571,0,0
9560,1965,Graduation,Together,83003.0,0,0,2013-03-03,18,856,61,556,40.0,25,122.0,1,7,6,8,3,0,0,1,0,0,1,0,Spain,6.75343791859778,4.127134385045092,6.322565239927284,3.713572066704308,3.258096538021482,4.812184355372417,60,154,1660.0,22,0.3181818181818182,0.2727272727272727,0.36363636363636365,2.3333333333333335,1,2
10991,1960,Master,Married,89058.0,0,0,2012-12-07,18,454,81,106,31.0,22,43.0,1,5,4,4,2,0,0,0,0,0,0,0,Canada,6.12029741895095,4.406719247264253,4.672828834461906,3.4657359027997265,3.1354942159291497,3.784189633918261,65,157,737.0,14,0.35714285714285715,0.2857142857142857,0.2857142857142857,2.5,0,0
4712,1991,2n Cycle,Together,20193.0,0,0,2012-11-28,18,8,8,22,24.0,11,9.0,1,1,1,4,4,0,0,0,0,0,0,0,Spain,2.1972245773362196,2.1972245773362196,3.1354942159291497,3.2188758248682006,2.4849066497880004,2.302585092994046,34,157,82.0,7,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.25,0,0
11056,1974,Graduation,Married,72099.0,0,0,2012-10-27,18,546,81,410,119.0,0,22.0,1,3,4,10,1,0,0,0,0,0,0,0,Spain,6.304448802421981,4.406719247264253,6.018593214496234,4.787491742782046,0.0,3.1354942159291497,51,158,1178.0,18,0.16666666666666666,0.2222222222222222,0.5555555555555556,3.0,0,0
7414,1971,Graduation,Married,43824.0,1,1,2012-09-15,18,96,1,42,12.0,3,32.0,4,3,1,4,8,0,0,0,0,0,0,0,Spain,4.574710978503383,0.6931471805599453,3.7612001156935624,2.5649493574615367,1.3862943611198906,3.4965075614664802,54,159,186.0,12,0.25,0.08333333333333333,0.3333333333333333,0.375,0,0
3076,1975,Graduation,Together,66653.0,1,1,2012-09-07,18,452,18,102,16.0,18,6.0,4,4,2,12,3,0,0,0,0,0,0,0,Australia,6.115892125483034,2.9444389791664403,4.634728988229636,2.833213344056216,2.9444389791664403,1.9459101490553132,50,160,612.0,22,0.18181818181818182,0.09090909090909091,0.5454545454545454,1.3333333333333333,0,0
6355,1978,Graduation,Married,44359.0,1,1,2014-06-17,19,20,0,14,7.0,3,1.0,3,2,0,4,3,0,0,0,0,0,0,0,Spain,3.044522437723423,0.0,2.70805020110221,2.0794415416798357,1.3862943611198906,0.6931471805599453,47,138,45.0,9,0.2222222222222222,0.0,0.4444444444444444,0.6666666666666666,0,0
7959,1961,Graduation,Married,79410.0,0,0,2014-05-29,19,658,80,483,120.5,13,13.0,1,3,2,5,1,0,0,0,0,0,0,0,Spain,6.490723534502507,4.394449154672439,6.182084906716632,4.799914262780603,2.6390573296152584,2.6390573296152584,64,139,1367.5,11,0.2727272727272727,0.18181818181818182,0.45454545454545453,3.0,0,0
5512,1977,Master,Married,55842.0,0,1,2014-05-23,19,451,0,39,0.0,4,24.0,1,7,1,8,5,0,0,0,0,0,0,0,Spain,6.113682179832232,0.0,3.6888794541139363,0.0,1.6094379124341003,3.2188758248682006,48,139,518.0,17,0.4117647058823529,0.058823529411764705,0.47058823529411764,1.4,0,0
10102,1966,Graduation,Widow,79946.0,0,0,2014-05-12,19,395,81,556,120.5,81,28.0,1,5,10,5,3,0,0,0,0,0,0,0,Saudi Arabia,5.981414211254481,4.406719247264253,6.322565239927284,4.799914262780603,4.406719247264253,3.367295829986474,59,139,1261.5,21,0.23809523809523808,0.47619047619047616,0.23809523809523808,1.6666666666666667,0,0
9369,1979,2n Cycle,Single,88194.0,0,1,2014-03-19,19,688,14,309,120.5,24,38.0,1,11,10,10,5,1,0,0,1,0,1,0,Germany,6.535241271013659,2.70805020110221,5.736572297479192,4.799914262780603,3.2188758248682006,3.6635616461296463,46,141,1193.5,32,0.34375,0.3125,0.3125,2.2,1,3
3711,1944,Master,Married,80184.0,0,0,2014-03-01,19,1035,81,556,25.0,38,0.0,1,6,3,10,3,0,0,1,1,0,0,0,Spain,6.943122422819428,4.406719247264253,6.322565239927284,3.258096538021482,3.6635616461296463,0.0,81,142,1735.0,20,0.3,0.15,0.5,2.0,1,2
6931,1967,Graduation,Divorced,76982.0,0,0,2014-02-15,19,464,81,292,65.0,60,30.0,1,8,3,4,4,0,0,1,0,0,1,0,Spain,6.142037405587356,4.406719247264253,5.680172609017068,4.189654742026425,4.110873864173311,3.4339872044851463,58,142,992.0,16,0.5,0.1875,0.25,2.0,1,2
9596,1980,PhD,Single,65295.0,0,0,2013-12-23,19,365,32,117,34.0,81,6.0,1,3,3,13,2,0,0,0,0,0,0,0,USA,5.902633333401366,3.4965075614664802,4.770684624465665,3.5553480614894135,4.406719247264253,1.9459101490553132,45,144,635.0,20,0.15,0.15,0.65,1.5,0,0
2727,1973,Graduation,Together,57100.0,0,0,2013-12-04,19,181,21,69,39.0,3,96.0,1,3,3,6,3,0,0,0,0,0,0,0,Saudi Arabia,5.204006687076795,3.091042453358316,4.248495242049359,3.6888794541139363,1.3862943611198906,4.574710978503383,52,145,409.0,13,0.23076923076923078,0.23076923076923078,0.46153846153846156,1.0,0,0
8416,1981,Graduation,Married,29009.0,1,0,2013-11-29,19,6,6,15,10.0,5,2.0,2,2,0,3,6,0,0,0,0,0,0,0,USA,1.9459101490553132,1.9459101490553132,2.772588722239781,2.3978952727983707,1.791759469228055,1.0986122886681098,44,145,44.0,7,0.2857142857142857,0.0,0.42857142857142855,0.3333333333333333,0,0
3967,1971,PhD,Married,78931.0,0,0,2013-10-25,19,331,81,170,58.0,81,35.0,1,2,8,13,1,0,0,0,0,0,0,0,Canada,5.805134968916488,4.406719247264253,5.14166355650266,4.07753744390572,4.406719247264253,3.58351893845611,54,146,756.0,24,0.08333333333333333,0.3333333333333333,0.5416666666666666,2.0,0,0
2139,1975,Master,Married,7500.0,1,0,2013-10-02,19,3,1,10,3.0,2,12.0,3,2,0,3,5,0,0,0,0,0,0,0,Australia,1.3862943611198906,0.6931471805599453,2.3978952727983707,1.3862943611198906,1.0986122886681098,2.5649493574615367,50,147,31.0,8,0.25,0.0,0.375,0.4,0,0
2162,1976,Graduation,Married,56939.0,0,1,2013-09-18,19,256,34,103,90.0,29,49.0,2,3,3,10,3,0,0,0,0,0,0,0,Spain,5.54907608489522,3.5553480614894135,4.6443908991413725,4.51085950651685,3.4011973816621555,3.912023005428146,49,147,561.0,18,0.16666666666666666,0.16666666666666666,0.5555555555555556,1.0,0,0
9242,1990,Graduation,Single,64509.0,0,0,2013-08-17,19,836,81,556,24.0,25,77.0,1,6,3,9,4,1,0,0,0,0,1,0,Saudi Arabia,6.729824070489475,4.406719247264253,6.322565239927284,3.2188758248682006,3.258096538021482,4.356708826689592,35,148,1599.0,19,0.3157894736842105,0.15789473684210525,0.47368421052631576,1.5,1,2
10595,1990,Graduation,Married,30093.0,0,0,2013-07-08,19,2,6,28,13.0,4,16.0,1,2,0,3,7,0,0,0,0,0,0,0,Spain,1.0986122886681098,1.9459101490553132,3.367295829986474,2.6390573296152584,1.6094379124341003,2.833213344056216,35,150,69.0,6,0.3333333333333333,0.0,0.5,0.2857142857142857,0,0
4855,1974,PhD,Together,30351.0,1,0,2013-06-06,19,14,0,24,3.0,3,2.0,1,3,0,2,9,0,0,0,0,0,1,0,USA,2.70805020110221,0.0,3.2188758248682006,1.3862943611198906,1.3862943611198906,1.0986122886681098,51,151,46.0,6,0.5,0.0,0.3333333333333333,0.3333333333333333,1,1
5049,1974,PhD,Together,30351.0,1,0,2013-06-06,19,14,0,24,3.0,3,2.0,1,3,0,2,9,0,0,0,0,0,0,0,Spain,2.70805020110221,0.0,3.2188758248682006,1.3862943611198906,1.3862943611198906,1.0986122886681098,51,151,46.0,6,0.5,0.0,0.3333333333333333,0.3333333333333333,0,0
4967,1960,PhD,Together,38201.0,0,1,2013-03-29,19,233,0,23,0.0,0,12.0,4,5,1,5,8,0,0,0,0,0,0,0,Saudi Arabia,5.455321115357702,0.0,3.1780538303479458,0.0,0.0,2.5649493574615367,65,153,268.0,15,0.3333333333333333,0.06666666666666667,0.3333333333333333,0.625,0,0
5255,1986,Graduation,Single,51381.5,1,0,2013-02-20,19,5,1,3,3.0,81,126.5,0,12,0,0,1,0,0,0,0,0,0,0,Australia,1.791759469228055,0.6931471805599453,1.3862943611198906,1.3862943611198906,4.406719247264253,4.848116364598481,39,154,219.5,12,1.0,0.0,0.0,12.0,0,0
9215,1980,PhD,Married,43974.0,1,0,2012-12-12,19,378,0,101,0.0,0,72.0,5,6,4,6,7,0,0,0,0,0,0,0,Canada,5.937536205082426,0.0,4.624972813284271,0.0,0.0,4.290459441148391,45,156,551.0,21,0.2857142857142857,0.19047619047619047,0.2857142857142857,0.8571428571428571,0,0
3525,1970,Graduation,Together,38200.0,1,1,2012-12-07,19,12,0,4,0.0,0,1.0,1,1,0,2,7,0,0,0,0,0,0,0,Spain,2.5649493574615367,0.0,1.6094379124341003,0.0,0.0,0.6931471805599453,55,157,17.0,4,0.25,0.0,0.5,0.14285714285714285,0,0
3619,1960,2n Cycle,Divorced,87305.0,0,0,2012-09-23,19,345,25,501,63.0,81,80.0,1,5,3,8,2,0,0,1,0,0,1,0,Australia,5.846438775057725,3.258096538021482,6.218600119691729,4.1588830833596715,4.406719247264253,4.394449154672439,65,159,1095.0,17,0.29411764705882354,0.17647058823529413,0.47058823529411764,2.5,1,2
4415,1961,Graduation,Married,16860.0,1,1,2012-09-12,19,10,4,4,3.0,3,14.0,3,1,1,3,7,0,0,0,0,0,0,0,Spain,2.3978952727983707,1.6094379124341003,1.6094379124341003,1.3862943611198906,1.3862943611198906,2.70805020110221,64,159,38.0,8,0.125,0.125,0.375,0.14285714285714285,0,0
3645,1972,PhD,Single,27213.0,1,0,2012-08-30,19,19,3,26,10.0,9,3.0,3,2,0,4,8,0,0,0,0,0,1,0,Spain,2.995732273553991,1.3862943611198906,3.295836866004329,2.3978952727983707,2.302585092994046,1.3862943611198906,53,160,70.0,9,0.2222222222222222,0.0,0.4444444444444444,0.25,1,1
4692,1976,Graduation,Married,7500.0,1,0,2012-08-01,19,7,0,12,13.0,7,32.0,5,4,1,2,9,1,0,0,0,0,1,0,Australia,2.0794415416798357,0.0,2.5649493574615367,2.6390573296152584,2.0794415416798357,3.4965075614664802,49,161,71.0,12,0.3333333333333333,0.08333333333333333,0.16666666666666666,0.4444444444444444,1,2
3955,1965,Graduation,Divorced,4861.0,0,0,2014-06-22,20,2,1,1,1.0,0,1.0,0,0,0,0,14,0,0,0,0,0,0,0,Saudi Arabia,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,60,138,6.0,0,,,,0.0,0,0
5313,1971,Master,Married,38196.0,1,1,2014-04-18,20,30,0,11,0.0,0,3.0,3,2,0,4,5,0,0,0,0,0,0,0,Spain,3.4339872044851463,0.0,2.4849066497880004,0.0,0.0,1.3862943611198906,54,140,44.0,9,0.2222222222222222,0.0,0.4444444444444444,0.4,0,0
7196,1950,PhD,Married,41145.0,1,1,2014-02-08,20,9,0,3,0.0,0,1.0,1,0,0,3,3,0,0,0,0,0,0,0,Canada,2.302585092994046,0.0,1.3862943611198906,0.0,0.0,0.6931471805599453,75,142,13.0,4,0.0,0.0,0.75,0.0,0,0
1381,1982,PhD,Single,38513.0,1,0,2014-01-28,20,172,3,115,16.0,0,18.0,5,6,1,5,8,0,0,0,0,0,1,0,Spain,5.153291594497779,1.3862943611198906,4.7535901911063645,2.833213344056216,0.0,2.9444389791664403,43,143,324.0,17,0.35294117647058826,0.058823529411764705,0.29411764705882354,0.75,1,1
10951,1968,Graduation,Married,45688.0,0,1,2014-01-25,20,279,0,18,0.0,0,9.0,2,3,1,8,4,0,1,0,0,0,0,0,Spain,5.634789603169249,0.0,2.9444389791664403,0.0,0.0,2.302585092994046,57,143,306.0,14,0.21428571428571427,0.07142857142857142,0.5714285714285714,0.75,1,1
4322,1958,PhD,Together,77863.0,0,0,2013-11-27,20,881,38,319,16.0,25,12.0,1,4,5,10,2,0,0,0,0,0,0,0,Spain,6.782192056006791,3.6635616461296463,5.768320995793772,2.833213344056216,3.258096538021482,2.5649493574615367,67,145,1291.0,20,0.2,0.25,0.5,2.0,0,0
7444,1969,Master,Married,42169.0,1,1,2013-10-19,20,19,0,9,0.0,0,2.0,2,1,0,3,8,0,0,0,0,0,0,0,Spain,2.995732273553991,0.0,2.302585092994046,0.0,0.0,1.0986122886681098,56,146,30.0,6,0.16666666666666666,0.0,0.5,0.125,0,0
2942,1964,Graduation,Single,45906.0,0,1,2013-05-07,20,305,3,27,4.0,3,126.5,2,5,4,4,5,1,0,0,0,0,0,0,Spain,5.723585101952381,1.3862943611198906,3.332204510175204,1.6094379124341003,1.3862943611198906,4.848116364598481,61,152,468.5,15,0.3333333333333333,0.26666666666666666,0.26666666666666666,1.0,1,1
2874,1988,2n Cycle,Divorced,35388.0,1,0,2013-03-07,20,6,4,7,4.0,3,8.0,1,1,0,3,7,0,0,0,0,0,0,0,Saudi Arabia,1.9459101490553132,1.6094379124341003,2.0794415416798357,1.6094379124341003,1.3862943611198906,2.1972245773362196,37,154,32.0,5,0.2,0.0,0.6,0.14285714285714285,0,0
3667,1969,Graduation,Married,80952.0,0,0,2013-02-28,20,778,81,556,41.0,27,44.0,1,8,5,11,8,0,1,1,1,0,1,0,Germany,6.658011045870748,4.406719247264253,6.322565239927284,3.7376696182833684,3.332204510175204,3.8066624897703196,56,154,1527.0,25,0.32,0.2,0.44,1.0,1,4
3697,1954,Graduation,Together,39898.0,0,1,2013-02-12,20,69,8,26,12.0,7,12.0,2,3,0,4,7,0,0,0,0,0,0,0,Canada,4.248495242049359,2.1972245773362196,3.295836866004329,2.5649493574615367,2.0794415416798357,2.5649493574615367,71,154,134.0,9,0.3333333333333333,0.0,0.4444444444444444,0.42857142857142855,0,0
9955,1954,Graduation,Together,39898.0,0,1,2013-02-12,20,69,8,26,12.0,7,12.0,2,3,0,4,7,0,0,0,0,0,0,0,Spain,4.248495242049359,2.1972245773362196,3.295836866004329,2.5649493574615367,2.0794415416798357,2.5649493574615367,71,154,134.0,9,0.3333333333333333,0.0,0.4444444444444444,0.42857142857142855,0,0
5320,1973,Master,Divorced,44051.0,1,1,2013-01-29,20,79,7,58,6.0,3,18.0,4,3,1,4,6,0,0,0,0,0,1,0,Saudi Arabia,4.382026634673881,2.0794415416798357,4.07753744390572,1.9459101490553132,1.3862943611198906,2.9444389791664403,52,155,171.0,12,0.25,0.08333333333333333,0.3333333333333333,0.5,1,1
6422,1954,Graduation,Married,86718.0,0,0,2013-01-17,20,344,81,482,50.0,33,126.5,1,5,6,5,2,0,0,0,0,0,0,0,India,5.84354441703136,4.406719247264253,6.180016653652572,3.9318256327243257,3.5263605246161616,4.848116364598481,71,155,1116.5,17,0.29411764705882354,0.35294117647058826,0.29411764705882354,2.5,0,0
3690,1986,Master,Married,80141.0,0,0,2013-01-11,20,1184,81,556,52.0,40,40.0,1,7,4,10,6,0,0,1,0,0,1,0,Spain,7.077498053569231,4.406719247264253,6.322565239927284,3.970291913552122,3.713572066704308,3.713572066704308,39,155,1953.0,22,0.3181818181818182,0.18181818181818182,0.45454545454545453,1.1666666666666667,1,2
2408,1976,Graduation,Married,58597.0,1,1,2012-11-20,20,490,0,184,10.0,28,21.0,6,7,4,9,7,0,0,0,0,0,0,0,India,6.19644412779452,0.0,5.220355825078324,2.3978952727983707,3.367295829986474,3.091042453358316,49,157,733.0,26,0.2692307692307692,0.15384615384615385,0.34615384615384615,1.0,0,0
9260,1945,PhD,Married,70356.0,0,0,2012-11-05,20,1225,16,249,43.0,16,33.0,2,10,6,9,6,0,0,0,0,0,0,0,Canada,7.111512116496157,2.833213344056216,5.521460917862246,3.784189633918261,2.833213344056216,3.5263605246161616,80,158,1582.0,27,0.37037037037037035,0.2222222222222222,0.3333333333333333,1.6666666666666667,0,0
9648,1967,Graduation,Single,46904.0,1,1,2012-11-03,20,153,4,56,0.0,9,31.0,4,5,1,4,8,0,0,0,0,0,0,0,Spain,5.0369526024136295,1.6094379124341003,4.04305126783455,0.0,2.302585092994046,3.4657359027997265,58,158,253.0,14,0.35714285714285715,0.07142857142857142,0.2857142857142857,0.625,0,0
4939,1946,Graduation,Together,37760.0,0,0,2012-08-31,20,84,5,38,120.5,12,28.0,2,4,1,6,7,0,0,0,0,0,0,0,USA,4.442651256490317,1.791759469228055,3.6635616461296463,4.799914262780603,2.5649493574615367,3.367295829986474,79,160,287.5,13,0.3076923076923077,0.07692307692307693,0.46153846153846156,0.5714285714285714,0,0
8652,1946,Graduation,Together,37760.0,0,0,2012-08-31,20,84,5,38,120.5,12,28.0,2,4,1,6,7,0,0,0,0,0,0,0,Saudi Arabia,4.442651256490317,1.791759469228055,3.6635616461296463,4.799914262780603,2.5649493574615367,3.367295829986474,79,160,287.5,13,0.3076923076923077,0.07692307692307693,0.46153846153846156,0.5714285714285714,0,0
4702,1964,Graduation,Single,61839.0,0,0,2012-08-12,20,1000,81,379,120.5,17,120.0,1,4,8,4,8,0,0,0,0,0,0,0,Spain,6.90875477931522,4.406719247264253,5.940171252720432,4.799914262780603,2.8903717578961645,4.795790545596741,61,160,1717.5,17,0.23529411764705882,0.47058823529411764,0.23529411764705882,0.5,0,0
2587,1972,PhD,Married,29791.0,1,0,2014-05-15,21,14,0,6,0.0,0,0.0,2,2,0,3,5,0,0,0,0,0,0,0,Australia,2.70805020110221,0.0,1.9459101490553132,0.0,0.0,0.0,53,139,20.0,7,0.2857142857142857,0.0,0.42857142857142855,0.4,0,0
2811,1963,PhD,Single,48918.0,1,1,2014-04-12,21,52,0,9,0.0,0,1.0,2,1,0,4,4,0,0,0,0,0,0,0,Spain,3.970291913552122,0.0,2.302585092994046,0.0,0.0,0.6931471805599453,62,140,62.0,7,0.14285714285714285,0.0,0.5714285714285714,0.25,0,0
9150,1963,PhD,Single,48918.0,1,1,2014-04-12,21,52,0,9,0.0,0,1.0,2,1,0,4,4,0,0,0,0,0,0,0,Spain,3.970291913552122,0.0,2.302585092994046,0.0,0.0,0.6931471805599453,62,140,62.0,7,0.14285714285714285,0.0,0.5714285714285714,0.25,0,0
